Categoria,Item,Valor
total_vendas_empresa,25525,
total_vendas_empresa,25525 - sum,9743388
total_vendas_empresa,25543,
total_vendas_empresa,25543 - sum,25604176
total_vendas_empresa,25545,
total_vendas_empresa,25545 - sum,56605965
total_vendas_empresa,25567,
total_vendas_empresa,25567 - sum,24255935
total_vendas_empresa,25596,
total_vendas_empresa,25596 - sum,58671756
total_vendas_empresa,25603,
total_vendas_empresa,25603 - sum,18608513
total_vendas_empresa,25627,
total_vendas_empresa,25627 - sum,54130202
total_vendas_empresa,25673,
total_vendas_empresa,25673 - sum,23556204
total_vendas_empresa,25728,
total_vendas_empresa,25728 - sum,14026689
total_vendas_empresa,25755,
total_vendas_empresa,25755 - sum,851620
total_vendas_empresa,25824,
total_vendas_empresa,25824 - sum,25761873
total_vendas_empresa,25835,
total_vendas_empresa,25835 - sum,30065715
total_vendas_empresa,25840,
total_vendas_empresa,25840 - sum,39169020
total_vendas_empresa,26019,
total_vendas_empresa,26019 - sum,9590000
total_vendas_empresa,26097,
total_vendas_empresa,26097 - sum,9125655
total_vendas_empresa,26111,
total_vendas_empresa,26111 - sum,26302536
total_vendas_empresa,26217,
total_vendas_empresa,26217 - sum,3188808
total_vendas_empresa,26245,
total_vendas_empresa,26245 - sum,5162094
total_vendas_empresa,26282,
total_vendas_empresa,26282 - sum,44696094
total_vendas_empresa,26357,
total_vendas_empresa,26357 - sum,77614532
total_vendas_empresa,26358,
total_vendas_empresa,26358 - sum,58006690
total_vendas_empresa,26476,
total_vendas_empresa,26476 - sum,6140365
total_vendas_empresa,26494,
total_vendas_empresa,26494 - sum,8581912
total_vendas_empresa,26511,
total_vendas_empresa,26511 - sum,43675707
total_vendas_empresa,26513,
total_vendas_empresa,26513 - sum,9668688
total_vendas_empresa,26516,
total_vendas_empresa,26516 - sum,81479164
total_vendas_empresa,26518,
total_vendas_empresa,26518 - sum,380550
total_vendas_empresa,26540,
total_vendas_empresa,26540 - sum,16454445
total_vendas_empresa,26595,
total_vendas_empresa,26595 - sum,15789529
total_vendas_empresa,26621,
total_vendas_empresa,26621 - sum,40557660
total_vendas_empresa,26695,
total_vendas_empresa,26695 - sum,66354464
total_vendas_empresa,26775,
total_vendas_empresa,26775 - sum,11920216
total_vendas_empresa,26784,
total_vendas_empresa,26784 - sum,25996768
total_vendas_empresa,26789,
total_vendas_empresa,26789 - sum,33084304
total_vendas_empresa,26816,
total_vendas_empresa,26816 - sum,10151012
total_vendas_empresa,26844,
total_vendas_empresa,26844 - sum,54448797
total_vendas_empresa,26922,
total_vendas_empresa,26922 - sum,18392700
total_vendas_empresa,26954,
total_vendas_empresa,26954 - sum,8935008
total_vendas_empresa,26969,
total_vendas_empresa,26969 - sum,51716617
total_vendas_empresa,27184,
total_vendas_empresa,27184 - sum,18437900
total_vendas_empresa,27256,
total_vendas_empresa,27256 - sum,55765002
total_vendas_empresa,27311,
total_vendas_empresa,27311 - sum,5907122
total_vendas_empresa,27326,
total_vendas_empresa,27326 - sum,23004450
total_vendas_empresa,27333,
total_vendas_empresa,27333 - sum,31466538
total_vendas_empresa,27366,
total_vendas_empresa,27366 - sum,94698207
total_vendas_empresa,27472,
total_vendas_empresa,27472 - sum,1534000
total_vendas_empresa,27539,
total_vendas_empresa,27539 - sum,17682896
total_vendas_empresa,27643,
total_vendas_empresa,27643 - sum,17118716
total_vendas_empresa,27651,
total_vendas_empresa,27651 - sum,10946159
total_vendas_empresa,27653,
total_vendas_empresa,27653 - sum,3893778
total_vendas_empresa,27656,
total_vendas_empresa,27656 - sum,10673914
total_vendas_empresa,27671,
total_vendas_empresa,27671 - sum,13860315
total_vendas_empresa,27694,
total_vendas_empresa,27694 - sum,56511756
total_vendas_empresa,27779,
total_vendas_empresa,27779 - sum,77267190
total_vendas_empresa,27793,
total_vendas_empresa,27793 - sum,11493777
total_vendas_empresa,27800,
total_vendas_empresa,27800 - sum,81371556
total_vendas_empresa,27818,
total_vendas_empresa,27818 - sum,47323710
total_vendas_empresa,27864,
total_vendas_empresa,27864 - sum,6135608
total_vendas_empresa,27956,
total_vendas_empresa,27956 - sum,68476862
total_vendas_empresa,27975,
total_vendas_empresa,27975 - sum,25836390
total_vendas_empresa,27993,
total_vendas_empresa,27993 - sum,12463304
total_vendas_empresa,28016,
total_vendas_empresa,28016 - sum,40262880
total_vendas_empresa,28106,
total_vendas_empresa,28106 - sum,13246425
total_vendas_empresa,28212,
total_vendas_empresa,28212 - sum,17550554
total_vendas_empresa,28323,
total_vendas_empresa,28323 - sum,63621759
total_vendas_empresa,28346,
total_vendas_empresa,28346 - sum,64372665
total_vendas_empresa,28424,
total_vendas_empresa,28424 - sum,27010920
total_vendas_empresa,28534,
total_vendas_empresa,28534 - sum,43563788
total_vendas_empresa,28554,
total_vendas_empresa,28554 - sum,9658720
total_vendas_empresa,28555,
total_vendas_empresa,28555 - sum,73736464
total_vendas_empresa,28574,
total_vendas_empresa,28574 - sum,20699094
total_vendas_empresa,28601,
total_vendas_empresa,28601 - sum,7708609
total_vendas_empresa,28669,
total_vendas_empresa,28669 - sum,8907300
total_vendas_empresa,28709,
total_vendas_empresa,28709 - sum,8737218
total_vendas_empresa,28730,
total_vendas_empresa,28730 - sum,12814725
total_vendas_empresa,28773,
total_vendas_empresa,28773 - sum,11679906
total_vendas_empresa,28879,
total_vendas_empresa,28879 - sum,19664532
total_vendas_empresa,28975,
total_vendas_empresa,28975 - sum,15574650
total_vendas_empresa,28996,
total_vendas_empresa,28996 - sum,33011256
total_vendas_empresa,29005,
total_vendas_empresa,29005 - sum,16858896
total_vendas_empresa,29150,
total_vendas_empresa,29150 - sum,21867966
total_vendas_empresa,29158,
total_vendas_empresa,29158 - sum,7903324
total_vendas_empresa,29167,
total_vendas_empresa,29167 - sum,44024310
total_vendas_empresa,29252,
total_vendas_empresa,29252 - sum,51922026
total_vendas_empresa,29265,
total_vendas_empresa,29265 - sum,31827237
total_vendas_empresa,29270,
total_vendas_empresa,29270 - sum,81529411
total_vendas_empresa,29275,
total_vendas_empresa,29275 - sum,3774438
total_vendas_empresa,29276,
total_vendas_empresa,29276 - sum,17068545
total_vendas_empresa,29280,
total_vendas_empresa,29280 - sum,34509405
total_vendas_empresa,29326,
total_vendas_empresa,29326 - sum,3672570
total_vendas_empresa,29371,
total_vendas_empresa,29371 - sum,63597051
total_vendas_empresa,29372,
total_vendas_empresa,29372 - sum,5021018
total_vendas_empresa,29462,
total_vendas_empresa,29462 - sum,13851465
total_vendas_empresa,29481,
total_vendas_empresa,29481 - sum,17429688
total_vendas_empresa,29502,
total_vendas_empresa,29502 - sum,5201247
total_vendas_empresa,29511,
total_vendas_empresa,29511 - sum,15343350
total_vendas_empresa,29535,
total_vendas_empresa,29535 - sum,53914118
total_vendas_empresa,29556,
total_vendas_empresa,29556 - sum,28854534
total_vendas_empresa,29743,
total_vendas_empresa,29743 - sum,781060
total_vendas_empresa,29745,
total_vendas_empresa,29745 - sum,42090680
total_vendas_empresa,29780,
total_vendas_empresa,29780 - sum,49912914
total_vendas_empresa,29902,
total_vendas_empresa,29902 - sum,7500272
total_vendas_empresa,29919,
total_vendas_empresa,29919 - sum,36381536
total_vendas_empresa,29925,
total_vendas_empresa,29925 - sum,58129340
total_vendas_empresa,30015,
total_vendas_empresa,30015 - sum,5916495
total_vendas_empresa,30022,
total_vendas_empresa,30022 - sum,29965565
total_vendas_empresa,30061,
total_vendas_empresa,30061 - sum,67589445
total_vendas_empresa,30068,
total_vendas_empresa,30068 - sum,689680
total_vendas_empresa,30114,
total_vendas_empresa,30114 - sum,36498370
total_vendas_empresa,30121,
total_vendas_empresa,30121 - sum,45484730
total_vendas_empresa,30134,
total_vendas_empresa,30134 - sum,33144375
total_vendas_empresa,30204,
total_vendas_empresa,30204 - sum,3666924
total_vendas_empresa,30225,
total_vendas_empresa,30225 - sum,82422000
total_vendas_empresa,30330,
total_vendas_empresa,30330 - sum,42900792
total_vendas_empresa,30339,
total_vendas_empresa,30339 - sum,11699030
total_vendas_empresa,30351,
total_vendas_empresa,30351 - sum,30849616
total_vendas_empresa,30372,
total_vendas_empresa,30372 - sum,2040215
total_vendas_empresa,30390,
total_vendas_empresa,30390 - sum,3260925
total_vendas_empresa,30394,
total_vendas_empresa,30394 - sum,4495232
total_vendas_empresa,30464,
total_vendas_empresa,30464 - sum,62294100
total_vendas_empresa,30525,
total_vendas_empresa,30525 - sum,12795072
total_vendas_empresa,30562,
total_vendas_empresa,30562 - sum,16667235
total_vendas_empresa,30662,
total_vendas_empresa,30662 - sum,50867839
total_vendas_empresa,30789,
total_vendas_empresa,30789 - sum,30651490
total_vendas_empresa,30797,
total_vendas_empresa,30797 - sum,38385468
total_vendas_empresa,30829,
total_vendas_empresa,30829 - sum,20724000
total_vendas_empresa,30877,
total_vendas_empresa,30877 - sum,42840795
total_vendas_empresa,30882,
total_vendas_empresa,30882 - sum,12173836
total_vendas_empresa,30926,
total_vendas_empresa,30926 - sum,4943430
total_vendas_empresa,30948,
total_vendas_empresa,30948 - sum,9435801
total_vendas_empresa,31017,
total_vendas_empresa,31017 - sum,9314864
total_vendas_empresa,31062,
total_vendas_empresa,31062 - sum,22165371
total_vendas_empresa,31127,
total_vendas_empresa,31127 - sum,34311147
total_vendas_empresa,31128,
total_vendas_empresa,31128 - sum,19556586
total_vendas_empresa,31163,
total_vendas_empresa,31163 - sum,11397972
total_vendas_empresa,31200,
total_vendas_empresa,31200 - sum,10530852
total_vendas_empresa,31201,
total_vendas_empresa,31201 - sum,12394493
total_vendas_empresa,31210,
total_vendas_empresa,31210 - sum,48584349
total_vendas_empresa,31324,
total_vendas_empresa,31324 - sum,71847924
total_vendas_empresa,31336,
total_vendas_empresa,31336 - sum,37441400
total_vendas_empresa,31369,
total_vendas_empresa,31369 - sum,34402468
total_vendas_empresa,31422,
total_vendas_empresa,31422 - sum,30373610
total_vendas_empresa,31550,
total_vendas_empresa,31550 - sum,57363892
total_vendas_empresa,31601,
total_vendas_empresa,31601 - sum,608582
total_vendas_empresa,31618,
total_vendas_empresa,31618 - sum,66107814
total_vendas_empresa,31680,
total_vendas_empresa,31680 - sum,72184080
total_vendas_empresa,31881,
total_vendas_empresa,31881 - sum,4244722
total_vendas_empresa,31899,
total_vendas_empresa,31899 - sum,18783267
total_vendas_empresa,31984,
total_vendas_empresa,31984 - sum,60185020
total_vendas_empresa,32116,
total_vendas_empresa,32116 - sum,11742420
total_vendas_empresa,32141,
total_vendas_empresa,32141 - sum,15627060
total_vendas_empresa,32156,
total_vendas_empresa,32156 - sum,18111772
total_vendas_empresa,32161,
total_vendas_empresa,32161 - sum,28101084
total_vendas_empresa,32240,
total_vendas_empresa,32240 - sum,21150870
total_vendas_empresa,32251,
total_vendas_empresa,32251 - sum,10151448
total_vendas_empresa,32421,
total_vendas_empresa,32421 - sum,8349552
total_vendas_empresa,32450,
total_vendas_empresa,32450 - sum,5113920
total_vendas_empresa,32456,
total_vendas_empresa,32456 - sum,8338662
total_vendas_empresa,32458,
total_vendas_empresa,32458 - sum,5343693
total_vendas_empresa,32467,
total_vendas_empresa,32467 - sum,82067146
total_vendas_empresa,32517,
total_vendas_empresa,32517 - sum,23290176
total_vendas_empresa,32582,
total_vendas_empresa,32582 - sum,3789657
total_vendas_empresa,32646,
total_vendas_empresa,32646 - sum,5820778
total_vendas_empresa,32709,
total_vendas_empresa,32709 - sum,51112674
total_vendas_empresa,32715,
total_vendas_empresa,32715 - sum,42952980
total_vendas_empresa,32748,
total_vendas_empresa,32748 - sum,48695060
total_vendas_empresa,32776,
total_vendas_empresa,32776 - sum,11622510
total_vendas_empresa,32786,
total_vendas_empresa,32786 - sum,26040532
total_vendas_empresa,32828,
total_vendas_empresa,32828 - sum,55068741
total_vendas_empresa,32872,
total_vendas_empresa,32872 - sum,16974374
total_vendas_empresa,32883,
total_vendas_empresa,32883 - sum,17692139
total_vendas_empresa,32887,
total_vendas_empresa,32887 - sum,26336058
total_vendas_empresa,32910,
total_vendas_empresa,32910 - sum,4485855
total_vendas_empresa,32924,
total_vendas_empresa,32924 - sum,15614400
total_vendas_empresa,32970,
total_vendas_empresa,32970 - sum,36852612
total_vendas_empresa,33011,
total_vendas_empresa,33011 - sum,26371947
total_vendas_empresa,33019,
total_vendas_empresa,33019 - sum,20442345
total_vendas_empresa,33087,
total_vendas_empresa,33087 - sum,28977656
total_vendas_empresa,33108,
total_vendas_empresa,33108 - sum,4578750
total_vendas_empresa,33135,
total_vendas_empresa,33135 - sum,21198226
total_vendas_empresa,33141,
total_vendas_empresa,33141 - sum,78428736
total_vendas_empresa,33212,
total_vendas_empresa,33212 - sum,41867202
total_vendas_empresa,33401,
total_vendas_empresa,33401 - sum,23643424
total_vendas_empresa,33422,
total_vendas_empresa,33422 - sum,17294156
total_vendas_empresa,33449,
total_vendas_empresa,33449 - sum,3365120
total_vendas_empresa,33453,
total_vendas_empresa,33453 - sum,17430886
total_vendas_empresa,33501,
total_vendas_empresa,33501 - sum,68647649
total_vendas_empresa,33535,
total_vendas_empresa,33535 - sum,10741283
total_vendas_empresa,33536,
total_vendas_empresa,33536 - sum,1789938
total_vendas_empresa,33642,
total_vendas_empresa,33642 - sum,12984144
total_vendas_empresa,33647,
total_vendas_empresa,33647 - sum,48302352
total_vendas_empresa,33686,
total_vendas_empresa,33686 - sum,19679440
total_vendas_empresa,33714,
total_vendas_empresa,33714 - sum,69962320
total_vendas_empresa,33744,
total_vendas_empresa,33744 - sum,38304000
total_vendas_empresa,33855,
total_vendas_empresa,33855 - sum,20616292
total_vendas_empresa,33905,
total_vendas_empresa,33905 - sum,31455104
total_vendas_empresa,33924,
total_vendas_empresa,33924 - sum,46129922
total_vendas_empresa,33963,
total_vendas_empresa,33963 - sum,40601547
total_vendas_empresa,34000,
total_vendas_empresa,34000 - sum,17615915
total_vendas_empresa,34004,
total_vendas_empresa,34004 - sum,7466173
total_vendas_empresa,34014,
total_vendas_empresa,34014 - sum,51719202
total_vendas_empresa,34073,
total_vendas_empresa,34073 - sum,53269500
total_vendas_empresa,34110,
total_vendas_empresa,34110 - sum,234251
total_vendas_empresa,34166,
total_vendas_empresa,34166 - sum,80268756
total_vendas_empresa,34199,
total_vendas_empresa,34199 - sum,46090432
total_vendas_empresa,34253,
total_vendas_empresa,34253 - sum,7812588
total_vendas_empresa,34277,
total_vendas_empresa,34277 - sum,2693544
total_vendas_empresa,34380,
total_vendas_empresa,34380 - sum,1826062
total_vendas_empresa,34387,
total_vendas_empresa,34387 - sum,6175377
total_vendas_empresa,34505,
total_vendas_empresa,34505 - sum,58292502
total_vendas_empresa,34532,
total_vendas_empresa,34532 - sum,14744905
total_vendas_empresa,34559,
total_vendas_empresa,34559 - sum,52884842
total_vendas_empresa,34759,
total_vendas_empresa,34759 - sum,14503776
total_vendas_empresa,34768,
total_vendas_empresa,34768 - sum,3441375
total_vendas_empresa,34779,
total_vendas_empresa,34779 - sum,20990172
total_vendas_empresa,34893,
total_vendas_empresa,34893 - sum,24626583
total_vendas_empresa,34894,
total_vendas_empresa,34894 - sum,73559654
total_vendas_empresa,34918,
total_vendas_empresa,34918 - sum,53344060
total_vendas_empresa,35042,
total_vendas_empresa,35042 - sum,4058304
total_vendas_empresa,35070,
total_vendas_empresa,35070 - sum,38711040
total_vendas_empresa,35150,
total_vendas_empresa,35150 - sum,6592803
total_vendas_empresa,35158,
total_vendas_empresa,35158 - sum,57763314
total_vendas_empresa,35186,
total_vendas_empresa,35186 - sum,1746680
total_vendas_empresa,35215,
total_vendas_empresa,35215 - sum,9820800
total_vendas_empresa,35226,
total_vendas_empresa,35226 - sum,62877762
total_vendas_empresa,35283,
total_vendas_empresa,35283 - sum,27765720
total_vendas_empresa,35465,
total_vendas_empresa,35465 - sum,2738496
total_vendas_empresa,35505,
total_vendas_empresa,35505 - sum,13741000
total_vendas_empresa,35556,
total_vendas_empresa,35556 - sum,38624300
total_vendas_empresa,35662,
total_vendas_empresa,35662 - sum,59511948
total_vendas_empresa,35745,
total_vendas_empresa,35745 - sum,5885798
total_vendas_empresa,35757,
total_vendas_empresa,35757 - sum,5392583
total_vendas_empresa,35788,
total_vendas_empresa,35788 - sum,53177880
total_vendas_empresa,35834,
total_vendas_empresa,35834 - sum,9251264
total_vendas_empresa,35899,
total_vendas_empresa,35899 - sum,6429756
total_vendas_empresa,35929,
total_vendas_empresa,35929 - sum,12348180
total_vendas_empresa,35947,
total_vendas_empresa,35947 - sum,22838172
total_vendas_empresa,36028,
total_vendas_empresa,36028 - sum,44915892
total_vendas_empresa,36031,
total_vendas_empresa,36031 - sum,60619120
total_vendas_empresa,36047,
total_vendas_empresa,36047 - sum,34437030
total_vendas_empresa,36056,
total_vendas_empresa,36056 - sum,4919396
total_vendas_empresa,36069,
total_vendas_empresa,36069 - sum,52908708
total_vendas_empresa,36119,
total_vendas_empresa,36119 - sum,16950462
total_vendas_empresa,36158,
total_vendas_empresa,36158 - sum,11535510
total_vendas_empresa,36184,
total_vendas_empresa,36184 - sum,7312092
total_vendas_empresa,36212,
total_vendas_empresa,36212 - sum,2352438
total_vendas_empresa,36221,
total_vendas_empresa,36221 - sum,37798656
total_vendas_empresa,36278,
total_vendas_empresa,36278 - sum,33643050
total_vendas_empresa,36281,
total_vendas_empresa,36281 - sum,85018560
total_vendas_empresa,36322,
total_vendas_empresa,36322 - sum,52523604
total_vendas_empresa,36390,
total_vendas_empresa,36390 - sum,20770806
total_vendas_empresa,36485,
total_vendas_empresa,36485 - sum,23408169
total_vendas_empresa,36526,
total_vendas_empresa,36526 - sum,22645008
total_vendas_empresa,36542,
total_vendas_empresa,36542 - sum,6898944
total_vendas_empresa,36642,
total_vendas_empresa,36642 - sum,64199135
total_vendas_empresa,36653,
total_vendas_empresa,36653 - sum,7154113
total_vendas_empresa,36858,
total_vendas_empresa,36858 - sum,38517585
total_vendas_empresa,36870,
total_vendas_empresa,36870 - sum,8770760
total_vendas_empresa,37010,
total_vendas_empresa,37010 - sum,27708997
total_vendas_empresa,37067,
total_vendas_empresa,37067 - sum,27720696
total_vendas_empresa,37083,
total_vendas_empresa,37083 - sum,9390562
total_vendas_empresa,37113,
total_vendas_empresa,37113 - sum,4083148
total_vendas_empresa,37182,
total_vendas_empresa,37182 - sum,6821968
total_vendas_empresa,37220,
total_vendas_empresa,37220 - sum,70296116
total_vendas_empresa,37239,
total_vendas_empresa,37239 - sum,2457246
total_vendas_empresa,37271,
total_vendas_empresa,37271 - sum,10026858
total_vendas_empresa,37285,
total_vendas_empresa,37285 - sum,10375519
total_vendas_empresa,37290,
total_vendas_empresa,37290 - sum,30071609
total_vendas_empresa,37292,
total_vendas_empresa,37292 - sum,28457832
total_vendas_empresa,37293,
total_vendas_empresa,37293 - sum,31990500
total_vendas_empresa,37297,
total_vendas_empresa,37297 - sum,60755395
total_vendas_empresa,37468,
total_vendas_empresa,37468 - sum,10560312
total_vendas_empresa,37520,
total_vendas_empresa,37520 - sum,2817872
total_vendas_empresa,37521,
total_vendas_empresa,37521 - sum,3713490
total_vendas_empresa,37535,
total_vendas_empresa,37535 - sum,26003267
total_vendas_empresa,37551,
total_vendas_empresa,37551 - sum,14547456
total_vendas_empresa,37743,
total_vendas_empresa,37743 - sum,7677936
total_vendas_empresa,37821,
total_vendas_empresa,37821 - sum,42087115
total_vendas_empresa,37868,
total_vendas_empresa,37868 - sum,57675849
total_vendas_empresa,38019,
total_vendas_empresa,38019 - sum,6466119
total_vendas_empresa,38128,
total_vendas_empresa,38128 - sum,6894196
total_vendas_empresa,38134,
total_vendas_empresa,38134 - sum,2158848
total_vendas_empresa,38298,
total_vendas_empresa,38298 - sum,1858200
total_vendas_empresa,38429,
total_vendas_empresa,38429 - sum,29131776
total_vendas_empresa,38533,
total_vendas_empresa,38533 - sum,27199752
total_vendas_empresa,38619,
total_vendas_empresa,38619 - sum,15880143
total_vendas_empresa,38665,
total_vendas_empresa,38665 - sum,84985120
total_vendas_empresa,38691,
total_vendas_empresa,38691 - sum,19847832
total_vendas_empresa,38739,
total_vendas_empresa,38739 - sum,9261618
total_vendas_empresa,38769,
total_vendas_empresa,38769 - sum,9699576
total_vendas_empresa,38948,
total_vendas_empresa,38948 - sum,34422858
total_vendas_empresa,38996,
total_vendas_empresa,38996 - sum,1851575
total_vendas_empresa,39018,
total_vendas_empresa,39018 - sum,3258393
total_vendas_empresa,39037,
total_vendas_empresa,39037 - sum,24321600
total_vendas_empresa,39099,
total_vendas_empresa,39099 - sum,56874206
total_vendas_empresa,39114,
total_vendas_empresa,39114 - sum,20528961
total_vendas_empresa,39145,
total_vendas_empresa,39145 - sum,40946311
total_vendas_empresa,39243,
total_vendas_empresa,39243 - sum,18082692
total_vendas_empresa,39406,
total_vendas_empresa,39406 - sum,33257484
total_vendas_empresa,39433,
total_vendas_empresa,39433 - sum,6236560
total_vendas_empresa,39449,
total_vendas_empresa,39449 - sum,32902923
total_vendas_empresa,39465,
total_vendas_empresa,39465 - sum,11856520
total_vendas_empresa,39488,
total_vendas_empresa,39488 - sum,66436996
total_vendas_empresa,39491,
total_vendas_empresa,39491 - sum,2125760
total_vendas_empresa,39540,
total_vendas_empresa,39540 - sum,22097984
total_vendas_empresa,39731,
total_vendas_empresa,39731 - sum,80809635
total_vendas_empresa,39741,
total_vendas_empresa,39741 - sum,5935472
total_vendas_empresa,39786,
total_vendas_empresa,39786 - sum,329592
total_vendas_empresa,39806,
total_vendas_empresa,39806 - sum,21132768
total_vendas_empresa,39834,
total_vendas_empresa,39834 - sum,18014556
total_vendas_empresa,39880,
total_vendas_empresa,39880 - sum,22715274
total_vendas_empresa,39919,
total_vendas_empresa,39919 - sum,10008480
total_vendas_empresa,39923,
total_vendas_empresa,39923 - sum,30204924
total_vendas_empresa,39928,
total_vendas_empresa,39928 - sum,68386401
total_vendas_empresa,39969,
total_vendas_empresa,39969 - sum,21686588
total_vendas_empresa,40035,
total_vendas_empresa,40035 - sum,92954244
total_vendas_empresa,40170,
total_vendas_empresa,40170 - sum,21864840
total_vendas_empresa,40263,
total_vendas_empresa,40263 - sum,4417270
total_vendas_empresa,40351,
total_vendas_empresa,40351 - sum,3514556
total_vendas_empresa,40375,
total_vendas_empresa,40375 - sum,1629807
total_vendas_empresa,40413,
total_vendas_empresa,40413 - sum,40680816
total_vendas_empresa,40422,
total_vendas_empresa,40422 - sum,89968900
total_vendas_empresa,40457,
total_vendas_empresa,40457 - sum,73269539
total_vendas_empresa,40500,
total_vendas_empresa,40500 - sum,38337701
total_vendas_empresa,40518,
total_vendas_empresa,40518 - sum,57304324
total_vendas_empresa,40549,
total_vendas_empresa,40549 - sum,24005740
total_vendas_empresa,40636,
total_vendas_empresa,40636 - sum,46141183
total_vendas_empresa,40658,
total_vendas_empresa,40658 - sum,68658450
total_vendas_empresa,40659,
total_vendas_empresa,40659 - sum,28687531
total_vendas_empresa,40722,
total_vendas_empresa,40722 - sum,57320296
total_vendas_empresa,40787,
total_vendas_empresa,40787 - sum,18153639
total_vendas_empresa,40789,
total_vendas_empresa,40789 - sum,39889250
total_vendas_empresa,40912,
total_vendas_empresa,40912 - sum,4174460
total_vendas_empresa,40915,
total_vendas_empresa,40915 - sum,26193664
total_vendas_empresa,40920,
total_vendas_empresa,40920 - sum,70338472
total_vendas_empresa,40953,
total_vendas_empresa,40953 - sum,27848940
total_vendas_empresa,40955,
total_vendas_empresa,40955 - sum,73776428
total_vendas_empresa,40999,
total_vendas_empresa,40999 - sum,9347229
total_vendas_empresa,41012,
total_vendas_empresa,41012 - sum,56809650
total_vendas_empresa,41062,
total_vendas_empresa,41062 - sum,20155121
total_vendas_empresa,41123,
total_vendas_empresa,41123 - sum,95273049
total_vendas_empresa,41182,
total_vendas_empresa,41182 - sum,40139260
total_vendas_empresa,41220,
total_vendas_empresa,41220 - sum,66353740
total_vendas_empresa,41245,
total_vendas_empresa,41245 - sum,9438740
total_vendas_empresa,41305,
total_vendas_empresa,41305 - sum,1906740
total_vendas_empresa,41345,
total_vendas_empresa,41345 - sum,87461562
total_vendas_empresa,41437,
total_vendas_empresa,41437 - sum,10831761
total_vendas_empresa,41500,
total_vendas_empresa,41500 - sum,46597800
total_vendas_empresa,41504,
total_vendas_empresa,41504 - sum,20570405
total_vendas_empresa,41536,
total_vendas_empresa,41536 - sum,29534780
total_vendas_empresa,41556,
total_vendas_empresa,41556 - sum,1219680
total_vendas_empresa,41582,
total_vendas_empresa,41582 - sum,11855120
total_vendas_empresa,41671,
total_vendas_empresa,41671 - sum,2758197
total_vendas_empresa,41677,
total_vendas_empresa,41677 - sum,3594852
total_vendas_empresa,41822,
total_vendas_empresa,41822 - sum,5698136
total_vendas_empresa,41914,
total_vendas_empresa,41914 - sum,61635330
total_vendas_empresa,42041,
total_vendas_empresa,42041 - sum,17288955
total_vendas_empresa,42079,
total_vendas_empresa,42079 - sum,29163790
total_vendas_empresa,42147,
total_vendas_empresa,42147 - sum,24035945
total_vendas_empresa,42160,
total_vendas_empresa,42160 - sum,7004400
total_vendas_empresa,42227,
total_vendas_empresa,42227 - sum,5076890
total_vendas_empresa,42251,
total_vendas_empresa,42251 - sum,45261895
total_vendas_empresa,42256,
total_vendas_empresa,42256 - sum,42292324
total_vendas_empresa,42299,
total_vendas_empresa,42299 - sum,17748509
total_vendas_empresa,42353,
total_vendas_empresa,42353 - sum,53958744
total_vendas_empresa,42363,
total_vendas_empresa,42363 - sum,19071576
total_vendas_empresa,42377,
total_vendas_empresa,42377 - sum,5260697
total_vendas_empresa,42444,
total_vendas_empresa,42444 - sum,29009365
total_vendas_empresa,42470,
total_vendas_empresa,42470 - sum,47618991
total_vendas_empresa,42528,
total_vendas_empresa,42528 - sum,32017415
total_vendas_empresa,42538,
total_vendas_empresa,42538 - sum,12937008
total_vendas_empresa,42567,
total_vendas_empresa,42567 - sum,10281000
total_vendas_empresa,42570,
total_vendas_empresa,42570 - sum,3526752
total_vendas_empresa,42621,
total_vendas_empresa,42621 - sum,3752171
total_vendas_empresa,42634,
total_vendas_empresa,42634 - sum,11547582
total_vendas_empresa,42645,
total_vendas_empresa,42645 - sum,64541675
total_vendas_empresa,42697,
total_vendas_empresa,42697 - sum,35348082
total_vendas_empresa,42699,
total_vendas_empresa,42699 - sum,47047658
total_vendas_empresa,42750,
total_vendas_empresa,42750 - sum,32986394
total_vendas_empresa,42862,
total_vendas_empresa,42862 - sum,30469560
total_vendas_empresa,42921,
total_vendas_empresa,42921 - sum,39091740
total_vendas_empresa,42975,
total_vendas_empresa,42975 - sum,33188952
total_vendas_empresa,43002,
total_vendas_empresa,43002 - sum,18431624
total_vendas_empresa,43011,
total_vendas_empresa,43011 - sum,5338036
total_vendas_empresa,43035,
total_vendas_empresa,43035 - sum,23643034
total_vendas_empresa,43092,
total_vendas_empresa,43092 - sum,67253461
total_vendas_empresa,43134,
total_vendas_empresa,43134 - sum,12023960
total_vendas_empresa,43137,
total_vendas_empresa,43137 - sum,22770096
total_vendas_empresa,43150,
total_vendas_empresa,43150 - sum,9048624
total_vendas_empresa,43160,
total_vendas_empresa,43160 - sum,66818818
total_vendas_empresa,43168,
total_vendas_empresa,43168 - sum,11166750
total_vendas_empresa,43220,
total_vendas_empresa,43220 - sum,5587719
total_vendas_empresa,43293,
total_vendas_empresa,43293 - sum,5184000
total_vendas_empresa,43307,
total_vendas_empresa,43307 - sum,30204020
total_vendas_empresa,43406,
total_vendas_empresa,43406 - sum,39176738
total_vendas_empresa,43467,
total_vendas_empresa,43467 - sum,42762820
total_vendas_empresa,43546,
total_vendas_empresa,43546 - sum,58827903
total_vendas_empresa,43572,
total_vendas_empresa,43572 - sum,793110
total_vendas_empresa,43583,
total_vendas_empresa,43583 - sum,27867795
total_vendas_empresa,43611,
